round,pick,manager,player,position,editorial_team_abbr,adp,adp_diff
11,82,Kevin,Pittsburgh,DEF,Pit,80.2,1.8
11,83,Jake,Buffalo,DEF,Buf,90.5,-7.5
11,84,Jack C,San Francisco,DEF,SF,67.8,16.2
11,85,Graham,Tennessee,DEF,Ten,139.2,-54.2
11,86,Brendan,Chicago,DEF,Chi,95.6,-9.6
11,87,Ben,Baltimore,DEF,Bal,76.5,10.5
11,88,Jamie,Hayden Hurst,TE,LAC,103.1,-15.1
12,89,Jamie,Drew Brees,QB,NO,72.9,16.1
12,90,Ben,Phillip Lindsay,RB,Ind,108.4,-18.4
12,91,Brendan,A.J. Green,WR,Ari,91.3,-0.3
12,92,Graham,Carson Wentz,QB,Min,86.5,5.5
12,93,Jack C,Jarvis Landry,WR,NO,90.9,2.1
12,94,Jake,Jordan Howard,RB,NO,88.9,5.1
12,95,Kevin,Diontae Johnson,WR,Cle,108.0,-13.0
12,96,Chris,Cam Newton,QB,Car,110.9,-14.9
13,97,Chris,Minnesota,DEF,Min,113.4,-16.4
13,98,Kevin,Julian Edelman,WR,NE,100.4,-2.4
13,99,Jake,Kerryon Johnson,RB,SF,121.8,-22.8
13,100,Jack C,Matt Breida,RB,SF,101.1,-1.1
13,101,Graham,Devin Singletary,RB,NYG,73.9,27.1
13,102,Brendan,Hunter Henry,TE,NE,74.6,27.4
13,103,Ben,Tevin Coleman,RB,SF,122.3,-19.3
13,104,Jamie,New Orleans,DEF,NO,107.2,-3.2
14,105,Jamie,Deebo Samuel,WR,Was,101.3,3.7
14,106,Ben,Marvin Jones Jr.,WR,Det,107.3,-1.3
14,107,Brendan,Matthew Stafford,QB,LAR,101.7,5.3
14,108,Graham,Jerry Jeudy,WR,Cle,120.7,-12.7
14,109,Jack C,Joe Burrow,QB,Cin,117.0,-8.0
14,110,Jake,Chris Herndon,TE,Min,134.2,-24.2
14,111,Kevin,Aaron Rodgers,QB,Pit,98.0,13.0
14,112,Chris,Henry Ruggs III,WR,LV,121.5,-9.5
